filename,path,platform,urgency,scarcity,social_proof,guilt_wording,other,is_dark
droom.in.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/droom.in.png,web,0,0,1,0,0,1
kiiroo.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/kiiroo.com.png,web,0,0,1,0,0,1
nutrabay.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/nutrabay.com.png,web,0,0,1,0,0,1
beemission.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/beemission.com.png,web,1,0,0,0,0,1
justhype.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/justhype.com.png,web,1,0,0,0,0,1
mirraw.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/mirraw.com.png,web,1,0,0,0,0,1
knockaround.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/knockaround.com.png,web,0,1,1,0,0,1
shapermint.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/shapermint.com.png,web,1,0,0,0,0,1
www.gasbike.net.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/www.gasbike.net.png,web,1,0,0,0,0,1
www.geekbuying.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/www.geekbuying.com.png,web,1,0,0,0,0,1
(931)www.zzounds.com_68a4.jpg,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/(931)www.zzounds.com_68a4.jpg,web,1,0,0,0,0,1
groupon.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/groupon.com.png,web,0,0,0,0,0,0
2ndsworld.com.au.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/2ndsworld.com.au.png,web,0,0,0,0,0,0
4wdsupacentre.com.au.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/4wdsupacentre.com.au.png,web,0,0,0,0,0,0
aptdeco.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/aptdeco.com.png,web,0,0,0,0,0,0
artsper.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/artsper.com.png,web,0,0,0,0,0,0
aveda.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/aveda.com.png,web,0,0,0,0,0,0
beyondretro.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/beyondretro.com.png,web,0,0,0,0,0,0
blenderseyewear.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/blenderseyewear.com.png,web,0,0,0,0,0,0
bobswatches.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/bobswatches.com.png,web,0,0,0,0,0,0
bokksu.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/bokksu.com.png,web,0,0,0,0,0,0
bookmartialarts.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/bookmartialarts.com.png,web,0,0,0,0,0,0
brandhousedirect.com.au.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/brandhousedirect.com.au.png,web,0,0,0,0,0,0
brandsforless.com.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/brandsforless.com.png,web,0,0,0,0,0,0
brosa.com.au.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/brosa.com.au.png,web,0,0,0,0,0,0
budexpressnow.net.png,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/budexpressnow.net.png,web,0,0,0,0,0,0
