time,signal
0.0,-0.3907217906660324
0.00390625,3.1248777128344285
0.0078125,8.37964678290825
0.01171875,10.811978147301112
0.015625,11.789289565823502
0.01953125,15.902199818686116
0.0234375,19.932376546489245
0.02734375,17.51330379822531
0.03125,13.260288506874751
0.03515625,13.820337221789533
0.0390625,17.150289785903922
0.04296875,11.05187088458628
0.046875,10.724295894213407
0.05078125,10.973398770293013
0.0546875,10.835558229150568
0.05859375,12.273769632469847
0.0625,10.96607307408469
0.06640625,12.31135663777615
0.0703125,11.30677203452997
0.07421875,-0.3311384047996144
0.078125,0.7320094986971797
0.08203125,1.5214059429794045
0.0859375,2.7323713607503963
0.08984375,3.680111384083033
0.09375,0.7973697330359957
0.09765625,6.31166351169637
0.1015625,8.945825992056688
0.10546875,9.908715966528662
0.109375,15.32359224254153
0.11328125,10.86853610155981
0.1171875,10.19007788575379
0.12109375,10.739126369414258
0.125,4.425694219001781
0.12890625,9.310595124735412
0.1328125,8.954990263699274
0.13671875,6.977500626645432
0.140625,4.237622557986454
0.14453125,6.858216947829277
0.1484375,7.473809287144873
0.15234375,7.182775387542339
0.15625,6.227200184398281
0.16015625,6.963923127015216
0.1640625,5.043575270073351
0.16796875,7.398015199418105
0.171875,7.119074812082659
0.17578125,6.840467518488655
0.1796875,5.163432339899497
0.18359375,4.36292365893396
0.1875,11.536686862737653
0.19140625,8.529538746975787
0.1953125,12.602532470465912
0.19921875,15.646769429486389
0.203125,19.118742136017225
0.20703125,21.123683762963484
0.2109375,24.205622462017658
0.21484375,25.844681792080046
0.21875,21.174924730275606
0.22265625,21.88333245368505
0.2265625,20.30130039163443
0.23046875,19.70523679898628
0.234375,15.294020674320528
0.23828125,15.514489496637578
0.2421875,7.994902031142806
0.24609375,7.829691064791289
0.25,7.40454517863186
0.25390625,5.199773421258885
0.2578125,1.228196325835646
0.26171875,1.2941015809647154
0.265625,0.2073731866577071
0.26953125,-2.477778042714206
0.2734375,-5.397862789742082
0.27734375,-8.58903722108395
0.28125,-9.34462835743392
0.28515625,-10.74982398773554
0.2890625,-9.890125344109915
0.29296875,-5.921354182415377
0.296875,-3.976625930434264
0.30078125,3.11021227574082
0.3046875,0.8520795342888472
0.30859375,4.508144385263298
0.3125,6.498290523254312
0.31640625,7.875141307886336
0.3203125,8.327752669873973
0.32421875,9.030125500064202
0.328125,9.555468663539562
0.33203125,4.523208844217643
0.3359375,7.358727672194829
0.33984375,6.807187770852375
0.34375,6.150916476587703
0.34765625,10.293255882373414
0.3515625,10.483486438751925
0.35546875,11.198870914326086
0.359375,8.548858650306414
0.36328125,11.501551958410996
0.3671875,11.464368626784625
0.37109375,9.856363761744923
0.375,5.117076854689112
0.37890625,5.139530441783112
0.3828125,4.819934452336736
0.38671875,6.58395624389404
0.390625,5.8063535339567265
0.39453125,12.65603374423743
0.3984375,8.17894731451641
0.40234375,10.149906271205849
0.40625,9.894334593650765
0.41015625,14.22118178632812
0.4140625,13.882178977112776
