screen_id,source_dataset,platform,path,gt_urgency,gt_scarcity,gt_social_proof,gt_guilt_wording,gt_other,gt_is_dark,text_urgency,text_scarcity,text_social_proof,text_guilt_wording,text_other,text_is_dark,vision_urgency,vision_scarcity,vision_social_proof,vision_guilt_wording,vision_other,vision_is_dark,vision_parse_failed,severity_text,severity_text_alt,severity_vision,severity_vision_alt
droom.in.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/droom.in.png,0,0,1,0,0,1,0.2597514579301077,0.27553206693225185,0.3880865961321991,0.06788185096611077,0.41920161803939493,0.8985267281532288,0.0,0.0,0.0,0.0,0.0,0.0,False,0.4685516252070502,0.5812966893012077,0.0,0.0
kiiroo.com.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/kiiroo.com.png,0,0,1,0,0,1,0.2956038612030021,0.19375437302333953,0.843164608018256,0.0474215307785677,0.4766017105408764,0.9877298474311829,0.0,0.0,0.8,0.0,0.0,0.3,False,0.6206715329714193,0.7156111675993975,0.4,0.4
nutrabay.com.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/nutrabay.com.png,0,0,1,0,0,1,0.6314219852168108,0.24173805632984102,0.7783031651639796,0.06098926233252655,0.5749510825281838,0.9903646111488342,0.0,0.0,0.8,0.0,0.0,0.8,False,0.6602051771955841,0.7698802339960031,0.4,0.4
beemission.com.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/beemission.com.png,1,0,0,0,0,1,0.7867627134885922,0.3404973597295182,0.48682057240490195,0.1577627889124038,0.6157613944889562,0.9841789603233337,0.9,0.8,0.1,0.1,0.1,0.8,False,0.6413223596931872,0.7689650034328004,0.47130828000000013,0.49356898400000015
justhype.com.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/justhype.com.png,1,0,0,0,0,1,0.8536818922592921,0.09152954779014433,0.10769239600151659,0.06385323027974232,0.604357959355184,0.9840721487998962,0.0,0.0,0.0,0.0,0.3,0.3,False,0.487916709349844,0.665315557217298,0.15000000000000002,0.27
mirraw.com.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/mirraw.com.png,1,0,0,0,0,1,0.8530898997337104,0.18496039098129735,0.33689538699872124,0.054679970153433954,0.5039086564284752,0.988318145275116,0.9,0.0,0.0,0.0,0.0,0.8,False,0.5287054334676571,0.655697364982432,0.18000000000000005,0.18000000000000005
knockaround.com.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/knockaround.com.png,0,1,1,0,0,1,0.2915141727043,0.787902138946059,0.7117809895991769,0.07207979201350856,0.5659493948659211,0.987589418888092,0.0,0.8,0.8,0.0,0.0,0.8,False,0.6822485763995045,0.7825692904723092,0.544,0.544
shapermint.com.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/shapermint.com.png,1,0,0,0,0,1,0.8603581198400825,0.3768780790412656,0.5487667832935941,0.051444752761673485,0.650813373469564,0.9887384176254272,0.9,0.8,0.1,0.1,0.1,0.8,False,0.651648224965528,0.7860770664059784,0.47130828000000013,0.49356898400000015
www.gasbike.net.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/www.gasbike.net.png,1,0,0,0,0,1,0.8513787749815123,0.40859312438144,0.2927513706717999,0.049587431094286316,0.25951621576034967,0.9872532486915588,0.9,0.0,0.0,0.0,0.0,0.8,False,0.47527513465089943,0.5378667485935698,0.18000000000000005,0.18000000000000005
www.geekbuying.com.png,contextdp,web,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/www.geekbuying.com.png,1,0,0,0,0,1,0.8670676687454026,0.8484208145392103,0.27990248502436543,0.05544333072526442,0.1290831421588159,0.9906875491142273,0.9,0.1,0.1,0.1,0.1,0.8,False,0.5207355586922625,0.5471888817246401,0.3252224100000002,0.3536340980000001
