filename,label,source_redshift
lens_0000.npy,1,0.44110535042865756
lens_0001.npy,1,0.20004574992693797
lens_0002.npy,1,0.4198649911514836
lens_0003.npy,1,0.31636189556517774
lens_0004.npy,1,0.5890737439859537
lens_0005.npy,1,0.28268766213577057
lens_0006.npy,1,0.5284916492231327
lens_0007.npy,1,0.3753636925763574
lens_0008.npy,1,0.547677816085568
lens_0009.npy,1,0.3983093172536584
lens_0010.npy,1,0.45345929397051016
lens_0011.npy,1,0.38528741059933785
lens_0012.npy,1,0.30532600607405386
lens_0013.npy,1,0.5297114130645474
lens_0014.npy,1,0.5481710742899251
lens_0015.npy,1,0.22174528572257257
lens_0016.npy,1,0.4202805826324724
lens_0017.npy,1,0.27660831477899794
lens_0018.npy,1,0.5514405883686208
lens_0019.npy,1,0.2987751892665308
lens_0020.npy,1,0.5566122917898831
lens_0021.npy,1,0.48838653873249194
lens_0022.npy,1,0.36821521412574987
lens_0023.npy,1,0.5061839037587628
lens_0024.npy,1,0.5999469170495516
lens_0025.npy,1,0.3115355762804276
lens_0026.npy,1,0.5073190646151894
lens_0027.npy,1,0.49415891607987183
lens_0028.npy,1,0.24998683680369638
lens_0029.npy,1,0.2293025552334944
lens_0030.npy,1,0.46521916213426745
lens_0031.npy,1,0.5081251728875512
lens_0032.npy,1,0.4220515111994387
lens_0033.npy,1,0.3643763211986163
lens_0034.npy,1,0.23708150213365334
lens_0035.npy,1,0.29259481801422493
lens_0036.npy,1,0.5808722669624055
lens_0037.npy,1,0.27711801158286303
lens_0038.npy,1,0.577679854322968
lens_0039.npy,1,0.5281607519593525
lens_0040.npy,1,0.515413950994701
lens_0041.npy,1,0.4707264964442233
lens_0042.npy,1,0.49279757672456204
lens_0043.npy,1,0.25335638567439533
lens_0044.npy,1,0.4978561926718071
lens_0045.npy,1,0.31257892078202515
lens_0046.npy,1,0.2996172366062996
lens_0047.npy,1,0.4914938534004425
lens_0048.npy,1,0.31394446698956735
lens_0049.npy,1,0.5705340540236702
lens_0050.npy,1,0.30218956950288456
lens_0051.npy,1,0.3373214690170369
lens_0052.npy,1,0.2843082559725176
lens_0053.npy,1,0.38195016096230117
lens_0054.npy,1,0.2739506751045807
lens_0055.npy,1,0.39354399218545844
lens_0056.npy,1,0.469480649867655
lens_0057.npy,1,0.3644244282555651
lens_0058.npy,1,0.3984241395071158
lens_0059.npy,1,0.5467660307263189
lens_0060.npy,1,0.3292730707872878
lens_0061.npy,1,0.550930707282821
lens_0062.npy,1,0.5384340389123531
lens_0063.npy,1,0.2192507090320307
lens_0064.npy,1,0.43823700506284874
lens_0065.npy,1,0.31485011093588133
lens_0066.npy,1,0.34507418647075505
lens_0067.npy,1,0.47435703462663165
lens_0068.npy,1,0.43281213685064174
lens_0069.npy,1,0.34010101008936455
lens_0070.npy,1,0.43385250903822126
lens_0071.npy,1,0.5327584794548679
lens_0072.npy,1,0.41398504695643484
lens_0073.npy,1,0.40475919298345203
lens_0074.npy,1,0.5442148956948124
lens_0075.npy,1,0.5552442679601028
lens_0076.npy,1,0.33390104982861
lens_0077.npy,1,0.5014848918916707
lens_0078.npy,1,0.5194784271615207
lens_0079.npy,1,0.4003130102568929
lens_0080.npy,1,0.30794758842918013
lens_0081.npy,1,0.5732425769126279
lens_0082.npy,1,0.44955968493415194
lens_0083.npy,1,0.46545670302764625
lens_0084.npy,1,0.2969273069965619
lens_0085.npy,1,0.3192979367034915
lens_0086.npy,1,0.2610550973200984
lens_0087.npy,1,0.5883504139975265
lens_0088.npy,1,0.41133655206089575
lens_0089.npy,1,0.3032402523954298
lens_0090.npy,1,0.594196445673261
lens_0091.npy,1,0.31859987548042884
lens_0092.npy,1,0.369891252590043
lens_0093.npy,1,0.32289640373742795
lens_0094.npy,1,0.4759446458315055
lens_0095.npy,1,0.5545438683929594
lens_0096.npy,1,0.5268941492653827
lens_0097.npy,1,0.37886151410460456
lens_0098.npy,1,0.3204895560199972
lens_0099.npy,1,0.5301980696143586
lens_0100.npy,1,0.3698070362996532
lens_0101.npy,1,0.2113896905912388
lens_0102.npy,1,0.3197126964038807
lens_0103.npy,1,0.2683774741110008
lens_0104.npy,1,0.5229973448201506
lens_0105.npy,1,0.5437422980354588
lens_0106.npy,1,0.3798260137416737
lens_0107.npy,1,0.4253607394591109
lens_0108.npy,1,0.4320355761404221
lens_0109.npy,1,0.47971343845835174
lens_0110.npy,1,0.35023559318661757
lens_0111.npy,1,0.37442360774846806
lens_0112.npy,1,0.5800066317620668
lens_0113.npy,1,0.5579727050794494
lens_0114.npy,1,0.5703535052193043
lens_0115.npy,1,0.3654766933873003
lens_0116.npy,1,0.571457390507983
lens_0117.npy,1,0.29238467864647094
lens_0118.npy,1,0.22344990762968708
lens_0119.npy,1,0.28161908704280186
lens_0120.npy,1,0.44948228468157364
lens_0121.npy,1,0.2931849950785719
lens_0122.npy,1,0.3045913065564994
lens_0123.npy,1,0.29074058142568127
lens_0124.npy,1,0.42892541465259953
lens_0125.npy,1,0.4510319943164303
lens_0126.npy,1,0.2349625233838085
lens_0127.npy,1,0.2743861248801745
lens_0128.npy,1,0.2525633912693948
lens_0129.npy,1,0.442118095050211
